doc_id,raw_text,tokenized_text
001-005-009,"We will not speak of all Queequeg’s peculiarities here; how he eschewed coffee and hot rolls, and applied his undivided attention to beefsteaks, done rare. Enough, that when breakfast was over he withdrew like the rest into the public room, lighted his tomahawk-pipe, and was sitting there quietly digesting and smoking with his inseparable hat on, when I sallied out for a stroll.",we will not speak of all queequeg s peculiarities here how he eschewed coffee and hot rolls and applied his undivided attention to beefsteaks done rare enough that when breakfast was over he withdrew like the rest into the public room lighted his tomahawk pipe and was sitting there quietly digesting and smoking with his inseparable hat on when i sallied out for a stroll
000-007-009,"“I am astonished, my dear,” said Mrs. Bennet, “that you should be so ready to think your own children silly. If I wished to think slightingly of anybody’s children, it should not be of my own, however.”",i am astonished my dear said mrs bennet that you should be so ready to think your own children silly if i wished to think slightingly of anybody s children it should not be of my own however
002-045-002,"The old man was up, betimes, next morning, and waited impatiently for the appearance of his new associate, who after a delay that seemed interminable, at length presented himself, and commenced a voracious assault on the breakfast.",the old man was up betimes next morning and waited impatiently for the appearance of his new associate who after a delay that seemed interminable at length presented himself and commenced a voracious assault on the breakfast
000-043-047,"The picture gallery, and two or three of the principal bed-rooms, were all that remained to be shown. In the former were many good paintings: but Elizabeth knew nothing of the art; and from such as had been already visible below, she had willingly turned to look at some drawings of Miss Darcy’s, in crayons, whose subjects were usually more interesting, and also more intelligible.",the picture gallery and two or three of the principal bed rooms were all that remained to be shown in the former were many good paintings but elizabeth knew nothing of the art and from such as had been already visible below she had willingly turned to look at some drawings of miss darcy s in crayons whose subjects were usually more interesting and also more intelligible
002-031-035,"“No,” replied the doctor; “of course not! Bless the bright eyes of your sex! They never see, whether for good or bad, more than one side of any question; and that is, always, the one which first presents itself to them.”",no replied the doctor of course not bless the bright eyes of your sex they never see whether for good or bad more than one side of any question and that is always the one which first presents itself to them
001-098-003,"At length, when the last pint is casked, and all is cool, then the great hatchways are unsealed, the bowels of the ship are thrown open, and down go the casks to their final rest in the sea. This done, the hatches are replaced, and hermetically closed, like a closet walled up.",at length when the last pint is casked and all is cool then the great hatchways are unsealed the bowels of the ship are thrown open and down go the casks to their final rest in the sea this done the hatches are replaced and hermetically closed like a closet walled up
000-007-019,"“If you are not so compassionate as to dine to-day with Louisa and me, we shall be in danger of hating each other for the rest of our lives; for a whole day’s _tête-à-tête_ between two women can never end without a quarrel. Come as soon as you can on the receipt of this. My brother and the gentlemen are to dine with the officers. Yours ever,",if you are not so compassionate as to dine to day with louisa and me we shall be in danger of hating each other for the rest of our lives for a whole day s tête à tête between two women can never end without a quarrel come as soon as you can on the receipt of this my brother and the gentlemen are to dine with the officers yours ever
002-030-047,"“Then tell me this,” said the doctor, “both of you, both of you! Are you going to take upon yourselves to swear, that that boy upstairs is the boy that was put through the little window last night? Out with it! Come! We are prepared for you!”",then tell me this said the doctor both of you both of you are you going to take upon yourselves to swear that that boy upstairs is the boy that was put through the little window last night out with it come we are prepared for you
001-048-032,"To a landsman, no whale, nor any sign of a herring, would have been visible at that moment; nothing but a troubled bit of greenish white water, and thin scattered puffs of vapor hovering over it, and suffusingly blowing off to leeward, like the confused scud from white rolling billows. The air around suddenly vibrated and tingled, as it were, like the air over intensely heated plates of iron. Beneath this atmospheric waving and curling, and partially beneath a thin layer of water, also, the whales were swimming. Seen in advance of all the other indications, the puffs of vapor they spouted, seemed their forerunning couriers and detached flying outriders.",to a landsman no whale nor any sign of a herring would have been visible at that moment nothing but a troubled bit of greenish white water and thin scattered puffs of vapor hovering over it and suffusingly blowing off to leeward like the confused scud from white rolling billows the air around suddenly vibrated and tingled as it were like the air over intensely heated plates of iron beneath this atmospheric waving and curling and partially beneath a thin layer of water also the whales were swimming seen in advance of all the other indications the puffs of vapor they spouted seemed their forerunning couriers and detached flying outriders
001-048-038,"Meanwhile, all the boats tore on. The repeated specific allusions of Flask to “that whale,” as he called the fictitious monster which he declared to be incessantly tantalizing his boat’s bow with its tail—these allusions of his were at times so vivid and life-like, that they would cause some one or two of his men to snatch a fearful look over the shoulder. But this was against all rule; for the oarsmen must put out their eyes, and ram a skewer through their necks; usage pronouncing that they must have no organs but ears, and no limbs but arms, in these critical moments.",meanwhile all the boats tore on the repeated specific allusions of flask to that whale as he called the fictitious monster which he declared to be incessantly tantalizing his boat s bow with its tail these allusions of his were at times so vivid and life like that they would cause some one or two of his men to snatch a fearful look over the shoulder but this was against all rule for the oarsmen must put out their eyes and ram a skewer through their necks usage pronouncing that they must have no organs but ears and no limbs but arms in these critical moments
000-001-021,"“Design? Nonsense, how can you talk so! But it is very likely that he _may_ fall in love with one of them, and therefore you must visit him as soon as he comes.”",design nonsense how can you talk so but it is very likely that he may fall in love with one of them and therefore you must visit him as soon as he comes
002-019-087,"“And wot,” said Sikes, scowling fiercely on his agreeable friend, “wot makes you take so much pains about one chalk-faced kid, when you know there are fifty boys snoozing about Common Garden every night, as you might pick and choose from?”",and wot said sikes scowling fiercely on his agreeable friend wot makes you take so much pains about one chalk faced kid when you know there are fifty boys snoozing about common garden every night as you might pick and choose from
000-005-025,"“Then you would drink a great deal more than you ought,” said Mrs. Bennet; “and if I were to see you at it, I should take away your bottle directly.”",then you would drink a great deal more than you ought said mrs bennet and if i were to see you at it i should take away your bottle directly
001-001-005,"Once more. Say you are in the country; in some high land of lakes. Take almost any path you please, and ten to one it carries you down in a dale, and leaves you there by a pool in the stream. There is magic in it. Let the most absent-minded of men be plunged in his deepest reveries—stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region. Should you ever be athirst in the great American desert, try this experiment, if your caravan happen to be supplied with a metaphysical professor. Yes, as every one knows, meditation and water are wedded for ever.",once more say you are in the country in some high land of lakes take almost any path you please and ten to one it carries you down in a dale and leaves you there by a pool in the stream there is magic in it let the most absent minded of men be plunged in his deepest reveries stand that man on his legs set his feet a going and he will infallibly lead you to water if water there be in all that region should you ever be athirst in the great american desert try this experiment if your caravan happen to be supplied with a metaphysical professor yes as every one knows meditation and water are wedded for ever
002-034-050,"“No,” said the old lady; “I will tell her all.” And pressing her son’s hand, affectionately, she hastened from the room.",no said the old lady i will tell her all and pressing her son s hand affectionately she hastened from the room
000-038-009,"At length the chaise arrived, the trunks were fastened on, the parcels placed within, and it was pronounced to be ready. After an affectionate parting between the friends, Elizabeth was attended to the carriage by Mr. Collins; and as they walked down the garden, he was commissioning her with his best respects to all her family, not forgetting his thanks for the kindness he had received at Longbourn in the winter, and his compliments to Mr. and Mrs. Gardiner, though unknown. He then handed her in, Maria followed, and the door was on the point of being closed, when he suddenly reminded them, with some consternation, that they had hitherto forgotten to leave any message for the ladies of Rosings.",at length the chaise arrived the trunks were fastened on the parcels placed within and it was pronounced to be ready after an affectionate parting between the friends elizabeth was attended to the carriage by mr collins and as they walked down the garden he was commissioning her with his best respects to all her family not forgetting his thanks for the kindness he had received at longbourn in the winter and his compliments to mr and mrs gardiner though unknown he then handed her in maria followed and the door was on the point of being closed when he suddenly reminded them with some consternation that they had hitherto forgotten to leave any message for the ladies of rosings
000-011-016,"“I have not the smallest objection to explaining them,” said he, as soon as she allowed him to speak. “You either choose this method of passing the evening because you are in each other’s confidence, and have secret affairs to discuss, or because you are conscious that your figures appear to the greatest advantage in walking: if the first, I should be completely in your way; and if the second, I can admire you much better as I sit by the fire.”",i have not the smallest objection to explaining them said he as soon as she allowed him to speak you either choose this method of passing the evening because you are in each other s confidence and have secret affairs to discuss or because you are conscious that your figures appear to the greatest advantage in walking if the first i should be completely in your way and if the second i can admire you much better as i sit by the fire
000-009-037,"Lydia was a stout, well-grown girl of fifteen, with a fine complexion and good-humoured countenance; a favourite with her mother, whose affection had brought her into public at an early age. She had high animal spirits, and a sort of natural self-consequence, which the attentions of the officers, to whom her uncle’s good dinners and her own easy manners recommended her, had increased into assurance. She was very equal, therefore, to address Mr. Bingley on the subject of the ball, and abruptly reminded him of his promise; adding, that it would be the most shameful thing in the world if he did not keep it. His answer to this sudden attack was delightful to her mother’s ear.",lydia was a stout well grown girl of fifteen with a fine complexion and good humoured countenance a favourite with her mother whose affection had brought her into public at an early age she had high animal spirits and a sort of natural self consequence which the attentions of the officers to whom her uncle s good dinners and her own easy manners recommended her had increased into assurance she was very equal therefore to address mr bingley on the subject of the ball and abruptly reminded him of his promise adding that it would be the most shameful thing in the world if he did not keep it his answer to this sudden attack was delightful to her mother s ear
002-051-015,"“This is a painful task,” said he, “but these declarations, which have been signed in London before many gentlemen, must be in substance repeated here. I would have spared you the degradation, but we must hear them from your own lips before we part, and you know why.”",this is a painful task said he but these declarations which have been signed in london before many gentlemen must be in substance repeated here i would have spared you the degradation but we must hear them from your own lips before we part and you know why
000-059-027,"“I am quite sorry, Lizzy, that you should be forced to have that disagreeable man all to yourself; but I hope you will not mind it. It is all for Jane’s sake, you know; and there is no occasion for talking to him except just now and then; so do not put yourself to inconvenience.”",i am quite sorry lizzy that you should be forced to have that disagreeable man all to yourself but i hope you will not mind it it is all for jane s sake you know and there is no occasion for talking to him except just now and then so do not put yourself to inconvenience
000-058-046,"“It did. Bingley is most unaffectedly modest. His diffidence had prevented his depending on his own judgment in so anxious a case, but his reliance on mine made everything easy. I was obliged to confess one thing, which for a time, and not unjustly, offended him. I could not allow myself to conceal that your sister had been in town three months last winter, that I had known it, and purposely kept it from him. He was angry. But his anger, I am persuaded, lasted no longer than he remained in any doubt of your sister’s sentiments. He has heartily forgiven me now.”",it did bingley is most unaffectedly modest his diffidence had prevented his depending on his own judgment in so anxious a case but his reliance on mine made everything easy i was obliged to confess one thing which for a time and not unjustly offended him i could not allow myself to conceal that your sister had been in town three months last winter that i had known it and purposely kept it from him he was angry but his anger i am persuaded lasted no longer than he remained in any doubt of your sister s sentiments he has heartily forgiven me now
002-046-078,"“It is useless,” said the gentleman, with a sigh. “We compromise her safety, perhaps, by staying here. We may have detained her longer than she expected already.”",it is useless said the gentleman with a sigh we compromise her safety perhaps by staying here we may have detained her longer than she expected already
002-039-038,"“Don’t be out of temper, my dear,” urged Fagin, submissively. “I have never forgot you, Bill; never once.”",don t be out of temper my dear urged fagin submissively i have never forgot you bill never once
002-039-085,"When the girl got into the open street, she sat down upon a doorstep; and seemed, for a few moments, wholly bewildered and unable to pursue her way. Suddenly she arose; and hurrying on, in a direction quite opposite to that in which Sikes was awaiting her returned, quickened her pace, until it gradually resolved into a violent run. After completely exhausting herself, she stopped to take breath: and, as if suddenly recollecting herself, and deploring her inability to do something she was bent upon, wrung her hands, and burst into tears.",when the girl got into the open street she sat down upon a doorstep and seemed for a few moments wholly bewildered and unable to pursue her way suddenly she arose and hurrying on in a direction quite opposite to that in which sikes was awaiting her returned quickened her pace until it gradually resolved into a violent run after completely exhausting herself she stopped to take breath and as if suddenly recollecting herself and deploring her inability to do something she was bent upon wrung her hands and burst into tears
002-009-025,"Oliver got up; walked across the room; and stooped for an instant to raise the pitcher. When he turned his head, the box was gone.",oliver got up walked across the room and stooped for an instant to raise the pitcher when he turned his head the box was gone
001-086-014,"*Though all comparison in the way of general bulk between the whale and the elephant is preposterous, inasmuch as in that particular the elephant stands in much the same respect to the whale that a dog does to the elephant; nevertheless, there are not wanting some points of curious similitude; among these is the spout. It is well known that the elephant will often draw up water or dust in his trunk, and then elevating it, jet it forth in a stream.",though all comparison in the way of general bulk between the whale and the elephant is preposterous inasmuch as in that particular the elephant stands in much the same respect to the whale that a dog does to the elephant nevertheless there are not wanting some points of curious similitude among these is the spout it is well known that the elephant will often draw up water or dust in his trunk and then elevating it jet it forth in a stream
002-038-031,"He remained silent for a few moments; and then, removing his hands suddenly from his face, showed, to the unspeakable discomposure of Mr. Bumble, that it was much distorted and discoloured.",he remained silent for a few moments and then removing his hands suddenly from his face showed to the unspeakable discomposure of mr bumble that it was much distorted and discoloured
001-077-008,"Thus much being said, attend now, I pray you, to that marvellous and—in this particular instance—almost fatal operation whereby the Sperm Whale’s great Heidelburgh Tun is tapped.",thus much being said attend now i pray you to that marvellous and in this particular instance almost fatal operation whereby the sperm whale s great heidelburgh tun is tapped
000-059-023,"As soon as they entered, Bingley looked at her so expressively, and shook hands with such warmth, as left no doubt of his good information; and he soon afterwards said aloud, “Mrs. Bennet, have you no more lanes hereabouts in which Lizzy may lose her way again to-day?”",as soon as they entered bingley looked at her so expressively and shook hands with such warmth as left no doubt of his good information and he soon afterwards said aloud mrs bennet have you no more lanes hereabouts in which lizzy may lose her way again to day
002-017-057,"Dick was immediately taken away, and locked up in the coal-cellar. Mr. Bumble shortly afterwards took himself off, to prepare for his journey.",dick was immediately taken away and locked up in the coal cellar mr bumble shortly afterwards took himself off to prepare for his journey
000-060-027,"Miss Bingley’s congratulations to her brother on his approaching marriage were all that was affectionate and insincere. She wrote even to Jane on the occasion, to express her delight, and repeat all her former professions of regard. Jane was not deceived, but she was affected; and though feeling no reliance on her, could not help writing her a much kinder answer than she knew was deserved.",miss bingley s congratulations to her brother on his approaching marriage were all that was affectionate and insincere she wrote even to jane on the occasion to express her delight and repeat all her former professions of regard jane was not deceived but she was affected and though feeling no reliance on her could not help writing her a much kinder answer than she knew was deserved
002-012-028,"Gradually, he fell into that deep tranquil sleep which ease from recent suffering alone imparts; that calm and peaceful rest which it is pain to wake from. Who, if this were death, would be roused again to all the struggles and turmoils of life; to all its cares for the present; its anxieties for the future; more than all, its weary recollections of the past!",gradually he fell into that deep tranquil sleep which ease from recent suffering alone imparts that calm and peaceful rest which it is pain to wake from who if this were death would be roused again to all the struggles and turmoils of life to all its cares for the present its anxieties for the future more than all its weary recollections of the past
001-019-024,"“My friend,” said I, “what all this gibberish of yours is about, I don’t know, and I don’t much care; for it seems to me that you must be a little damaged in the head. But if you are speaking of Captain Ahab, of that ship there, the Pequod, then let me tell you, that I know all about the loss of his leg.”",my friend said i what all this gibberish of yours is about i don t know and i don t much care for it seems to me that you must be a little damaged in the head but if you are speaking of captain ahab of that ship there the pequod then let me tell you that i know all about the loss of his leg
000-032-013,"He took the hint and soon began with, “This seems a very comfortable house. Lady Catherine, I believe, did a great deal to it when Mr. Collins first came to Hunsford.”",he took the hint and soon began with this seems a very comfortable house lady catherine i believe did a great deal to it when mr collins first came to hunsford
000-055-004,"He should be particularly happy at any time, etc., etc.; and if she would give him leave, would take an early opportunity of waiting on them.",he should be particularly happy at any time etc etc and if she would give him leave would take an early opportunity of waiting on them
000-055-025,"“’Tis too much!” she added, “by far too much. I do not deserve it. Oh, why is not everybody as happy?”",tis too much she added by far too much i do not deserve it oh why is not everybody as happy
000-041-003,"“Good Heaven! What is to become of us? What are we to do?” would they often exclaim in the bitterness of woe. “How can you be smiling so, Lizzy?”",good heaven what is to become of us what are we to do would they often exclaim in the bitterness of woe how can you be smiling so lizzy
000-026-026,"Four weeks passed away, and Jane saw nothing of him. She endeavoured to persuade herself that she did not regret it; but she could no longer be blind to Miss Bingley’s inattention. After waiting at home every morning for a fortnight, and inventing every evening a fresh excuse for her, the visitor did at last appear; but the shortness of her stay, and, yet more, the alteration of her manner, would allow Jane to deceive herself no longer. The letter which she wrote on this occasion to her sister will prove what she felt:--",four weeks passed away and jane saw nothing of him she endeavoured to persuade herself that she did not regret it but she could no longer be blind to miss bingley s inattention after waiting at home every morning for a fortnight and inventing every evening a fresh excuse for her the visitor did at last appear but the shortness of her stay and yet more the alteration of her manner would allow jane to deceive herself no longer the letter which she wrote on this occasion to her sister will prove what she felt
001-088-009,"The schools composing none but young and vigorous males, previously mentioned, offer a strong contrast to the harem schools. For while those female whales are characteristically timid, the young males, or forty-barrel-bulls, as they call them, are by far the most pugnacious of all Leviathans, and proverbially the most dangerous to encounter; excepting those wondrous grey-headed, grizzled whales, sometimes met, and these will fight you like grim fiends exasperated by a penal gout.",the schools composing none but young and vigorous males previously mentioned offer a strong contrast to the harem schools for while those female whales are characteristically timid the young males or forty barrel bulls as they call them are by far the most pugnacious of all leviathans and proverbially the most dangerous to encounter excepting those wondrous grey headed grizzled whales sometimes met and these will fight you like grim fiends exasperated by a penal gout
001-012-002,"When a new-hatched savage running wild about his native woodlands in a grass clout, followed by the nibbling goats, as if he were a green sapling; even then, in Queequeg’s ambitious soul, lurked a strong desire to see something more of Christendom than a specimen whaler or two. His father was a High Chief, a King; his uncle a High Priest; and on the maternal side he boasted aunts who were the wives of unconquerable warriors. There was excellent blood in his veins—royal stuff; though sadly vitiated, I fear, by the cannibal propensity he nourished in his untutored youth.",when a new hatched savage running wild about his native woodlands in a grass clout followed by the nibbling goats as if he were a green sapling even then in queequeg s ambitious soul lurked a strong desire to see something more of christendom than a specimen whaler or two his father was a high chief a king his uncle a high priest and on the maternal side he boasted aunts who were the wives of unconquerable warriors there was excellent blood in his veins royal stuff though sadly vitiated i fear by the cannibal propensity he nourished in his untutored youth
000-041-040,"“When I said that he improved on acquaintance, I did not mean that either his mind or manners were in a state of improvement; but that, from knowing him better, his disposition was better understood.”",when i said that he improved on acquaintance i did not mean that either his mind or manners were in a state of improvement but that from knowing him better his disposition was better understood
000-050-007,"The good news quickly spread through the house; and with proportionate speed through the neighbourhood. It was borne in the latter with decent philosophy. To be sure, it would have been more for the advantage of conversation, had Miss Lydia Bennet come upon the town; or, as the happiest alternative, been secluded from the world in some distant farm-house. But there was much to be talked of, in marrying her; and the good-natured wishes for her well-doing, which had proceeded before from all the spiteful old ladies in Meryton, lost but little of their spirit in this change of circumstances, because with such a husband her misery was considered certain.",the good news quickly spread through the house and with proportionate speed through the neighbourhood it was borne in the latter with decent philosophy to be sure it would have been more for the advantage of conversation had miss lydia bennet come upon the town or as the happiest alternative been secluded from the world in some distant farm house but there was much to be talked of in marrying her and the good natured wishes for her well doing which had proceeded before from all the spiteful old ladies in meryton lost but little of their spirit in this change of circumstances because with such a husband her misery was considered certain
001-058-010,"But not only is the sea such a foe to man who is an alien to it, but it is also a fiend to its own off-spring; worse than the Persian host who murdered his own guests; sparing not the creatures which itself hath spawned. Like a savage tigress that tossing in the jungle overlays her own cubs, so the sea dashes even the mightiest whales against the rocks, and leaves them there side by side with the split wrecks of ships. No mercy, no power but its own controls it. Panting and snorting like a mad battle steed that has lost its rider, the masterless ocean overruns the globe.",but not only is the sea such a foe to man who is an alien to it but it is also a fiend to its own off spring worse than the persian host who murdered his own guests sparing not the creatures which itself hath spawned like a savage tigress that tossing in the jungle overlays her own cubs so the sea dashes even the mightiest whales against the rocks and leaves them there side by side with the split wrecks of ships no mercy no power but its own controls it panting and snorting like a mad battle steed that has lost its rider the masterless ocean overruns the globe
002-044-003,"But, these were the mere wanderings of a mind unable wholly to detach itself from old companions and associations, though enabled to fix itself steadily on one object, and resolved not to be turned aside by any consideration. Her fears for Sikes would have been more powerful inducements to recoil while there was yet time; but she had stipulated that her secret should be rigidly kept, she had dropped no clue which could lead to his discovery, she had refused, even for his sake, a refuge from all the guilt and wretchedness that encompasses her—and what more could she do! She was resolved.",but these were the mere wanderings of a mind unable wholly to detach itself from old companions and associations though enabled to fix itself steadily on one object and resolved not to be turned aside by any consideration her fears for sikes would have been more powerful inducements to recoil while there was yet time but she had stipulated that her secret should be rigidly kept she had dropped no clue which could lead to his discovery she had refused even for his sake a refuge from all the guilt and wretchedness that encompasses her and what more could she do she was resolved
001-091-003,"“I will bet something now,” said Stubb, “that somewhere hereabouts are some of those drugged whales we tickled the other day. I thought they would keel up before long.”",i will bet something now said stubb that somewhere hereabouts are some of those drugged whales we tickled the other day i thought they would keel up before long
002-040-034,"“He spoke in hard and angry earnest, if a man ever did,” replied the girl, shaking her head. “He is an earnest man when his hatred is up. I know many who do worse things; but I’d rather listen to them all a dozen times, than to that Monks once. It is growing late, and I have to reach home without suspicion of having been on such an errand as this. I must get back quickly.”",he spoke in hard and angry earnest if a man ever did replied the girl shaking her head he is an earnest man when his hatred is up i know many who do worse things but i d rather listen to them all a dozen times than to that monks once it is growing late and i have to reach home without suspicion of having been on such an errand as this i must get back quickly
000-053-028,"Consoled by this resolution, she was the better able to bear her husband’s incivility; though it was very mortifying to know that her neighbours might all see Mr. Bingley, in consequence of it, before _they_ did. As the day of his arrival drew near,--",consoled by this resolution she was the better able to bear her husband s incivility though it was very mortifying to know that her neighbours might all see mr bingley in consequence of it before they did as the day of his arrival drew near
000-059-030,"Her father was walking about the room, looking grave and anxious. “Lizzy,” said he, “what are you doing? Are you out of your senses to be accepting this man? Have not you always hated him?”",her father was walking about the room looking grave and anxious lizzy said he what are you doing are you out of your senses to be accepting this man have not you always hated him
002-016-066,"Mr. Fagin was sufficiently well acquainted with the manners and customs of that particular species of humanity to which Nancy belonged, to feel tolerably certain that it would be rather unsafe to prolong any conversation with her, at present. With the view of diverting the attention of the company, he turned to Oliver.",mr fagin was sufficiently well acquainted with the manners and customs of that particular species of humanity to which nancy belonged to feel tolerably certain that it would be rather unsafe to prolong any conversation with her at present with the view of diverting the attention of the company he turned to oliver
002-032-011,"“I am sure they would,” rejoined Oliver’s benefactress; “and Mr. Losberne has already been kind enough to promise that when you are well enough to bear the journey, he will carry you to see them.”",i am sure they would rejoined oliver s benefactress and mr losberne has already been kind enough to promise that when you are well enough to bear the journey he will carry you to see them
001-080-003,"It is plain, then, that phrenologically the head of this Leviathan, in the creature’s living intact state, is an entire delusion. As for his true brain, you can then see no indications of it, nor feel any. The whale, like all things that are mighty, wears a false brow to the common world.",it is plain then that phrenologically the head of this leviathan in the creature s living intact state is an entire delusion as for his true brain you can then see no indications of it nor feel any the whale like all things that are mighty wears a false brow to the common world
001-057-008,"At some old gable-roofed country houses you will see brass whales hung by the tail for knockers to the road-side door. When the porter is sleepy, the anvil-headed whale would be best. But these knocking whales are seldom remarkable as faithful essays. On the spires of some old-fashioned churches you will see sheet-iron whales placed there for weather-cocks; but they are so elevated, and besides that are to all intents and purposes so labelled with “_Hands off!_” you cannot examine them closely enough to decide upon their merit.",at some old gable roofed country houses you will see brass whales hung by the tail for knockers to the road side door when the porter is sleepy the anvil headed whale would be best but these knocking whales are seldom remarkable as faithful essays on the spires of some old fashioned churches you will see sheet iron whales placed there for weather cocks but they are so elevated and besides that are to all intents and purposes so labelled with hands off you cannot examine them closely enough to decide upon their merit
002-009-044,"The Dodger said nothing, but he smoothed Oliver’s hair over his eyes, and said he’d know better, by and by; upon which the old gentleman, observing Oliver’s colour mounting, changed the subject by asking whether there had been much of a crowd at the execution that morning? This made him wonder more and more; for it was plain from the replies of the two boys that they had both been there; and Oliver naturally wondered how they could possibly have found time to be so very industrious.",the dodger said nothing but he smoothed oliver s hair over his eyes and said he d know better by and by upon which the old gentleman observing oliver s colour mounting changed the subject by asking whether there had been much of a crowd at the execution that morning this made him wonder more and more for it was plain from the replies of the two boys that they had both been there and oliver naturally wondered how they could possibly have found time to be so very industrious
000-043-050,"When all of the house that was open to general inspection had been seen, they returned down stairs; and, taking leave of the housekeeper, were consigned over to the gardener, who met them at the hall door.",when all of the house that was open to general inspection had been seen they returned down stairs and taking leave of the housekeeper were consigned over to the gardener who met them at the hall door
000-004-010,"“I know you do: and it is _that_ which makes the wonder. With _your_ good sense, to be so honestly blind to the follies and nonsense of others! Affectation of candour is common enough; one meets with it everywhere. But to be candid without ostentation or design,--to take the good of everybody’s character and make it still better, and say nothing of the bad,--belongs to you alone. And so, you like this man’s sisters, too, do you? Their manners are not equal to his.”",i know you do and it is that which makes the wonder with your good sense to be so honestly blind to the follies and nonsense of others affectation of candour is common enough one meets with it everywhere but to be candid without ostentation or design to take the good of everybody s character and make it still better and say nothing of the bad belongs to you alone and so you like this man s sisters too do you their manners are not equal to his
002-023-041,"“Mrs. Corney, ma’am,” said Mr. Bumble, slowly, and marking the time with his teaspoon, “I mean to say this, ma’am; that any cat, or kitten, that could live with you, ma’am, and _not_ be fond of its home, must be a ass, ma’am.”",mrs corney ma am said mr bumble slowly and marking the time with his teaspoon i mean to say this ma am that any cat or kitten that could live with you ma am and not be fond of its home must be a ass ma am
001-044-001,"Had you followed Captain Ahab down into his cabin after the squall that took place on the night succeeding that wild ratification of his purpose with his crew, you would have seen him go to a locker in the transom, and bringing out a large wrinkled roll of yellowish sea charts, spread them before him on his screwed-down table. Then seating himself before it, you would have seen him intently study the various lines and shadings which there met his eye; and with slow but steady pencil trace additional courses over spaces that before were blank. At intervals, he would refer to piles of old log-books beside him, wherein were set down the seasons and places in which, on various former voyages of various ships, sperm whales had been captured or seen.",had you followed captain ahab down into his cabin after the squall that took place on the night succeeding that wild ratification of his purpose with his crew you would have seen him go to a locker in the transom and bringing out a large wrinkled roll of yellowish sea charts spread them before him on his screwed down table then seating himself before it you would have seen him intently study the various lines and shadings which there met his eye and with slow but steady pencil trace additional courses over spaces that before were blank at intervals he would refer to piles of old log books beside him wherein were set down the seasons and places in which on various former voyages of various ships sperm whales had been captured or seen
002-032-033,"The man followed to the chariot door, uttering the wildest imprecations and curses all the way; but as Mr. Losberne turned to speak to the driver, he looked into the carriage, and eyed Oliver for an instant with a glance so sharp and fierce and at the same time so furious and vindictive, that, waking or sleeping, he could not forget it for months afterwards. He continued to utter the most fearful imprecations, until the driver had resumed his seat; and when they were once more on their way, they could see him some distance behind: beating his feet upon the ground, and tearing his hair, in transports of real or pretended rage.",the man followed to the chariot door uttering the wildest imprecations and curses all the way but as mr losberne turned to speak to the driver he looked into the carriage and eyed oliver for an instant with a glance so sharp and fierce and at the same time so furious and vindictive that waking or sleeping he could not forget it for months afterwards he continued to utter the most fearful imprecations until the driver had resumed his seat and when they were once more on their way they could see him some distance behind beating his feet upon the ground and tearing his hair in transports of real or pretended rage
001-092-002,"Who would think, then, that such fine ladies and gentlemen should regale themselves with an essence found in the inglorious bowels of a sick whale! Yet so it is. By some, ambergris is supposed to be the cause, and by others the effect, of the dyspepsia in the whale. How to cure such a dyspepsia it were hard to say, unless by administering three or four boat loads of Brandreth’s pills, and then running out of harm’s way, as laborers do in blasting rocks.",who would think then that such fine ladies and gentlemen should regale themselves with an essence found in the inglorious bowels of a sick whale yet so it is by some ambergris is supposed to be the cause and by others the effect of the dyspepsia in the whale how to cure such a dyspepsia it were hard to say unless by administering three or four boat loads of brandreth s pills and then running out of harm s way as laborers do in blasting rocks
002-041-076,"Rose blushed deeply, but she did not make any audible objection to this motion (possibly she felt in a hopeless minority); and Harry Maylie and Mr. Grimwig were accordingly added to the committee.",rose blushed deeply but she did not make any audible objection to this motion possibly she felt in a hopeless minority and harry maylie and mr grimwig were accordingly added to the committee
002-039-075,"“Not bad, any way,” replied Monks with a smile. “I have been prompt enough this time. Let me have a word with you.”",not bad any way replied monks with a smile i have been prompt enough this time let me have a word with you
001-130-006,"And yet, somehow, did Ahab—in his own proper self, as daily, hourly, and every instant, commandingly revealed to his subordinates,—Ahab seemed an independent lord; the Parsee but his slave. Still again both seemed yoked together, and an unseen tyrant driving them; the lean shade siding the solid rib. For be this Parsee what he may, all rib and keel was solid Ahab.",and yet somehow did ahab in his own proper self as daily hourly and every instant commandingly revealed to his subordinates ahab seemed an independent lord the parsee but his slave still again both seemed yoked together and an unseen tyrant driving them the lean shade siding the solid rib for be this parsee what he may all rib and keel was solid ahab
000-034-032,"She continued in very agitating reflections till the sound of Lady Catherine’s carriage made her feel how unequal she was to encounter Charlotte’s observation, and hurried her away to her room.",she continued in very agitating reflections till the sound of lady catherine s carriage made her feel how unequal she was to encounter charlotte s observation and hurried her away to her room
